6007439,1999,14606,1997,"US","TX",703415,2,,473,6,62,9,0,1,,0.1975,,11.2222,0,0,,,0	
6007446,1999,14606,1997,"DE","",744242,3,,475,5,53,8,0,1,,0.8438,,11.625,0,0,,,0	
6007453,1999,14606,1997,"JP","",256400,3,,477,5,53,7,0,1,,0.5714,,3.5714,0.2857,0.2857,,,0	
6007460,1999,14606,1998,"US","CA",363785,2,,482,5,59,14,0,0.7857,,0.1653,,23.5714,0.3333,0.1429,,,3	
6007467,1999,14606,1998,"US","CA",763102,2,,493,5,51,26,0,0.6923,,0.4753,,24.6538,0,0,,,1	
6007474,1999,14606,1997,"US","MN",760316,2,,600,3,32,8,0,0.875,,0.4082,,15,0,0,,,0	
6007481,1999,14606,1995,"DE","",,1,,600,3,32,45,0,0.9111,,0.6948,,20.2444,,,,,0	
6007488,1999,14606,1998,"US","MN",721855,2,,600,3,32,9,0,1,,0.642,,8.4444,0.4286,0.3333,,,4	
6007495,1999,14606,1998,"US","CT",597410,2,,600,3,32,26,0,1,,0.5828,,7.6538,0,0,,,0	
6007502,1999,14606,1998,"KR","",748574,3,,601,3,32,8,0,1,,0.6563,,10.625,0,0,,,0	
6007509,1999,14606,1997,"US","MA",732109,2,,604,3,32,59,0,1,,0.6199,,9.9661,0.0727,0.0678,,,11	
6007516,1999,14606,1997,"US","MA",737489,2,,604,3,32,28,0,1,,0.199,,6.4643,0.0556,0.0357,,,3	
6007523,1999,14606,1998,"US","CA",733046,2,,604,3,32,12,0,0.9167,,0.7107,,13.6667,0,0,,,2	
6007530,1999,14606,1998,"DE","",126345,2,,606,3,32,6,0,1,,0.6111,,5.6667,0,0,,,0	
6007537,1999,14606,1998,"US","TX",730273,2,,606,3,32,6,0,1,,0,,3.3333,0,0,,,1	
6007544,1999,14606,1998,"US","MA",730294,2,,606,3,32,6,0,1,,0.5,,4,0,0,,,0	
6007551,1999,14606,1996,"US","NC",629875,2,,606,3,32,20,0,1,,0.35,,9.35,0,0,,,0	
6007558,1999,14606,1998,"US","MA",722651,2,,606,3,32,10,0,1,,0.48,,4.7,0.375,0.3,,,5	
6007565,1999,14606,1997,"US","CT",597410,2,,606,3,32,57,0,0.9298,,0.7447,,22.807,0.1837,0.1579,,,31	
6007572,1999,14606,1998,"US","NC",698004,2,,607,3,32,20,0,1,,0.76,,7.05,0.75,0.45,,,10	
6007579,1999,14606,1998,"IL","",746027,3,,623,3,39,16,0,1,,0,,7.9375,0.1429,0.0625,,,0	
6007586,1999,14606,1998,"CH","",730820,2,,8,1,11,8,0,1,,0.5625,,14.75,0,0,,,0	
6007593,1999,14606,1997,"CA","",763119,3,,55,1,13,9,0,0.3333,,0.4444,,54.2222,0,0,,,0	
6007600,1999,14606,1998,"FI","",763120,3,,75,5,52,4,0,0.75,,0.4444,,43.5,0,0,,,0	
6007607,1999,14606,1998,"DE","",697289,3,,95,1,13,6,0,0.5,,0.6667,,32.5,0,0,,,0	
6007614,1999,14606,1997,"US","NJ",394095,2,,106,1,12,10,0,1,,0.7,,13.5,0.5,0.5,,,3	
6007621,1999,14606,1998,"JP","",318550,3,,117,1,19,3,0,1,,0.4444,,2,0,0,,,0	
6007628,1999,14606,1997,"US","CT",597550,2,,118,1,12,3,0,1,,0.6667,,5.3333,0.5,0.3333,,,1	
6007635,1999,14606,1997,"US","MI",746055,2,,118,1,12,12,0,1,,0.8333,,5.8333,0,0,,,0	
6007642,1999,14606,1997,"US","MI",394130,2,,148,5,52,21,0,1,,0.2585,,11.5714,0,0,,,0	
6007649,1999,14606,1998,"DE","",55665,3,,156,1,19,8,0,1,,0.8125,,14.5,0.375,0.375,,,0	
6007656,1999,14606,1996,"US","MN",29395,2,,156,1,19,14,0,1,,0.8061,,5.8571,0.5714,0.5714,,,2	
6007663,1999,14606,1998,"US","OH",504910,2,,156,1,19,3,0,1,,0.6667,,11.6667,0,0,,,1	
6007670,1999,14606,1997,"US","OH",710867,2,,156,1,19,6,0,1,,0.4444,,17.5,0,0,,,0	
6007677,1999,14606,1997,"US","CA",762695,2,,156,1,19,14,0,0.7143,,0.54,,24.7857,0,0,,,2	
6007684,1999,14606,1997,"US","CA",33480,2,,204,1,19,5,0,1,,0.32,,5,0.4,0.4,,,3	
6007691,1999,14606,1993,"US","CA",691526,2,,204,1,19,7,0,1,,0.2449,,9.1429,0,0,,,4	
6007698,1999,14606,1998,"FR","",275750,3,,208,1,19,6,0,1,,0.2778,,17.8333,0,0,,,0	
6007705,1999,14606,1998,"US","PA",186590,2,,208,1,19,10,0,0.9,,0.1975,,10.5,0.375,0.3,,,2	
6007712,1999,14606,1998,"JP","",323330,3,,210,1,19,6,0,1,,0.2778,,4.5,0,0,,,0	
6007719,1999,14606,1998,"KR","",,5,,210,1,19,13,0,0.9231,,0.1528,,16.0769,,,,,0	
6007726,1999,14606,1998,"US","IL",391745,2,,210,1,19,12,0,1,,0.5833,,14.0833,0.4444,0.3333,,,4	
6007733,1999,14606,1998,"TW","",558655,3,,216,1,19,9,0,1,,0.1975,,2.2222,0.25,0.2222,,,0	
6007740,1999,14606,1997,"JP","",102605,3,,252,1,19,10,0,1,,0,,4.7,0.3,0.3,,,0	
